pub-uid	pub-full	abstract	key-au	key-pub
10.1097_INF.0000000000001691	Treatment Outcomes of Children With HIV Infection and Drug-resistant TB in Three Provinces in South Africa, 2005-2008	Objective: To describe outcomes of HIV-infected pediatric patients with drug-resistant tuberculosis (DR TB). Methods: Demographic, clinical and laboratory data from charts of pediatric patients treated for DR TB during 2005-2008 were collected retrospectively from 5 multi-DR TB hospitals in South Africa. Data were summarized, and Pearson (2) test or Fisher exact test was used to assess differences in variables of interest by HIV status. A time-to-event analysis was conducted using days from start of treatment to death. Variables of interest were first assessed using the Kaplan-Meier method. Cox proportional hazard models were fit to estimate crude and adjusted hazard ratios. Results: Of 423 eligible participants, 398 (95%) had culture-confirmed DR TB and 238 (56%) were HIV infected. A total of 54% were underweight, 42% were male and median age was 10.7 years (interquartile range: 5.5-15.3). Of the 423 participants, 245 (58%) were successfully treated, 69 (16%) died, treatment failed in 3 (1%), 36 (9%) were lost to follow-up and 70 (17%) were still on treatment, transferred or had unknown outcomes. Time to death differed by HIV status (P = 0.008), sex (P < 0.001), year of tuberculosis diagnosis (P = 0.05) and weight status (P = 0.002). Over the 2-year risk period, the adjusted rate of death was 2-fold higher among participants with HIV compared with HIV-negative participants (adjusted hazard ratio = 2.28; 95% confidence interval: 1.11-4.68). Conclusions: Male, underweight and HIV-infected children with DR TB were more likely to experience death when compared with other children with DR TB within this study population.	HIV; pediatric; drug resistance; tuberculosis	HUMAN-IMMUNODEFICIENCY-VIRUS; WESTERN CAPE PROVINCE; HIGH PREVALENCE; MDR-TB; TUBERCULOSIS; METAANALYSIS; EPIDEMIOLOGY; SURVEILLANCE; CHALLENGES; MANAGEMENT
10.1016_j.diagmicrobio.2017.08.016	Laboratory evaluation of the Anyplex (TM) II MTB/MDR and MTB/XDR tests based on multiplex real-time PCR and melting-temperature analysis to identify Mycobacterium tuberculosis and drug resistance	We evaluated the performance of two multiplex, real-time PCR tests (Anyplex II MTB/MDR and MTB/XDR; Seegene, Seoul, Korea), designed to detect the Mycobacterium tuberculosis complex (MTC) and drug-resistance mutations associated with isoniazid, rifampicin, fluoroquinolones, and second-line injectable drugs. We analyzed 122 clinical isolates with the Anyplex II MTB/MDR test, 68 of which were also tested with the Anyplex II MTB/XDR test. The Anyplex II MTB/MDR and MTB/XDR tests showed the following respective sensitivities and specificities: 68.8% and 100% for detecting isoniazid resistance, 93.8% and 100% for rifampicin, 82.8% and 100% for levofloxacin, 75.0% and 100% for kanamycin, and 92.6% and 100% for MTC identification. These kits correctly identified 61.8% of multi-drug resistant M. tuberculosis isolates and 64.7% of extensively drug-resistant M. tuberculosis isolates, and enabled semi-automatic detection of drug-resistant MTC in 3 hours. The Anyplex II kits could be useful as rule-in tests for detecting MTC and drug resistance. (C) 2017 Elsevier Inc. All rights reserved.	Mycobacterium tuberculosis; MDR-Tb; XDR-Tb; Multiplex-PCR; Real-time PCR	KANAMYCIN RESISTANCE; RIFAMPIN RESISTANCE; CLINICAL SPECIMENS; ASSAY; MUTATIONS; SUSCEPTIBILITY; IDENTIFICATION; STRAINS; CAPREOMYCIN; GENETICS
10.1007_s10096_017_3082_9	Molecular screening of multidrug-resistance tuberculosis by a designated public health laboratory in Taiwan	This manuscript describes our experience in early identifying MDR-TB cases in high-risk populations by setting up a single-referral molecular diagnosis laboratory in Taiwan. Taiwan Centers for Disease Control designated a single-referral laboratory to provide the GenoType MTBDRplus test for screening high-risk MDR-TB populations nationwide in 2012-2015. A total of 5,838 sputum specimens from 3,308 patients were tested within 3 days turnaround time. Compared with the conventional culture and drug susceptibility testing, the overall performance of the GenoType MTBDRplus test for detecting TB infection showed accuracy of 70.7%, sensitivity of 85.9%, specificity of 65.7%, positive predictive value of 45.5%, and negative predictive value of 93.3%. And the accuracy of detecting rifampin (RIF) resistance, isoniazid (INH) resistance, and MDR-TB (resistant to at least RIF and INH) were 96.5%, 95.2%, and 97.7%, respectively. MDR-TB contacts presented a higher rate of mutated codons 513-519, GenoType MTBDRplus banding pattern: rpoB WT3(-), and rpoB WT4(-) than the treatment failure group. The MDR-TB contact group also had a higher rate of inhA C15T mutation, banding pattern: inhA WT1(-), and inhA MUT1(+) than the recurrent group. Resistance profiles of MDR-TB isolates also varied geographically. The referral molecular diagnosis system contributed to rapid detection and initiation of appropriate therapy.		GENOTYPE MTBDRPLUS ASSAY; MYCOBACTERIUM-TUBERCULOSIS; DRUG-RESISTANCE; RAPID DETECTION; ISONIAZID RESISTANCE; TB; RIFAMPIN; STRAINS; SPECIMENS; PERFORMANCE
10.3389_fmicb.2017.02358	Molecular Characterization of Prothionamide-Resistant Mycobacterium tuberculosis Isolates in Southern China	Prothionamide (PTH) has been widely used in the treatment of tuberculosis (TB), especially multidrug resistant tuberculosis (MDR-TB), while data regarding prevalence of resistance-causing mutation is limited. In this study, we aimed to investigate the molecular characteristics of PTH-resistant MTB isolates, and also analyzed the risk factors for PTH resistance among Mycobacterium tuberculosis(MTB) isolates in southern China. A total of 282 MTB isolates were enrolled in from Guangzhou Chest Hospital. Among these isolates, 46 (16.3%) were resistant to PTH. Statistical analysis revealed that PTH resistance was more likely to be associated with resistance to levofloxacin (LFX; OR: 2.18, 95% CI: 1.02-4.63; P = 0.04). Of the 46 PTH-resistant MTB isolates, 37 (80.4%) isolates harbored 19 different mutation types, including 10 (21.7%) isolates with double nucleotide substitutions and 27 (58.7%) with single nucleotide substitution. The mutations in ethA (51.4%, 19/37) were most frequently observed among PTH-resistant isolates, followed by 16 (43.2%) in the promoter of inhA and 6 (16.2%) in inhA. In addition, no significant difference was found in the distribution of isolates with different mutation types between Beijing and non-Beijing genotypes (P > 0.05). In conclusion, our data demonstrate that high diversity of genetic mutations conferring PTH resistance is identified among MTB isolates from southern China. Mutations in inhA, ethA, mshA, and ndh genes confer increased resistance of MTB to PTH. Ancient Beijing genotype strains have higher proportion of drug resistance compared with modern Beijing strains. In addition, PTH resistance is more likely to be observed in the LFX-resistant MTB isolates.	Mycobacterium tuberculosis; prothionamide; genetic mutation; resistance; Beijing genotype	DRUG-RESISTANCE; BEIJING FAMILY; ETHIONAMIDE; STRAINS; SUSCEPTIBILITY; SUBLINEAGES; ACTIVATION; EVOLUTION; GENOTYPES; COMPLEX
10.1186_s13063_017_2292_x	An optimized background regimen design to evaluate the contribution of levofloxacin to multidrug-resistant tuberculosis treatment regimens: study protocol for a randomized controlled trial	Background: Current guidelines for treatment of multidrug-resistant tuberculosis (MDR-TB) are largely based on expert opinion and observational data. Fluoroquinolones remain an essential part of MDR-TB treatment, but the optimal dose of fluoroquinolones as part of the regimen has not been defined. Methods/design: We designed a randomized, blinded, phase II trial in MDR-TB patients comparing across levofloxacin doses of 11, 14, 17 and 20 mg/kg/day, all within an optimized background regimen. We assess pharmacokinetics, efficacy, safety and tolerability of regimens containing each of these doses. The primary efficacy outcome is time to culture conversion over the first 6 months of treatment. The study aims to determine the area under the curve (AUC) of the levofloxacin serum concentration in the 24 hours after dosing divided by the minimal inhibitory concentration of the patient's Mycobacterium tuberculosis isolate that inhibits > 90% of organisms (AUC/MIC) that maximizes efficacy and the AUC that maximizes safety and tolerability in the context of an MDR-TB treatment regimen. Discussion: Fluoroquinolones are an integral part of recommended MDR-TB regimens. Little is known about how to optimize dosing for efficacy while maintaining acceptable toxicity. This study will provide evidence to support revised dosing guidelines for the use of levofloxacin as part of combination regimens for treatment of MDR-TB. The novel methodology can be adapted to elucidate the effect of other single agents in multidrug antibiotic treatment regimens.	Multidrug resistant tuberculosis; Optimized background regimen; Fluoroquinolones; Levofloxacin	PULMONARY TUBERCULOSIS; CULTURE CONVERSION; PHARMACOKINETICS; FLUOROQUINOLONES; MOXIFLOXACIN; RISK
10.2807_1560_7917.ES.2017.22.47.17_00103	Childhood multidrug-resistant tuberculosis in the European Union and European Economic Area: an analysis of tuberculosis surveillance data from 2007 to 2015	Background: Confirming tuberculosis (TB) in children and obtaining information on drug susceptibility is essential to ensure adequate treatment. We assessed whether there are gaps in diagnosis and treatment of multidrug-resistant (MDR) TB in children in the European Union and European Economic Area (EU/EEA), quantified the burden of MDR TB in children and characterised cases. Methods: We analysed surveillance data from 2007 to 2015 for paediatric cases younger than 15 years. Results: In that period, 26 EU/EEA countries reported 18,826 paediatric TB cases of whom 4,129 (21.9%) were laboratory-confirmed. Drug susceptibility testing results were available for 3,378 (17.9%), representing 81.8% of the confirmed cases. The majority (n = 2,967; 87.8%) had drug-sensitive TB, 249 (7.4%) mono-resistant TB, 64 (1.9%) poly-resistant TB, 90 (2.7%) MDR TB and eight (0.2%) had extensively drug-resistant (XDR) TB. MDR TB was more frequently reported among paediatric cases with foreign background (adjusted odds ratio (aOR) = 1.73; 95% confidence interval (95% CI): 1.12-2.67) or previous TB treatment (aOR: 6.42; 95% CI: 3.24-12.75). Successful treatment outcome was reported for 58 of 74 paediatric MDR TB cases with outcome reported from 2007 to 2013; only the group of 5-9 years-olds was significantly associated with unsuccessful treatment outcome (crude odds ratio (cOR) = 11.45; 95% CI: 1.24-106.04). Conclusions: The burden of MDR TB in children in the EU/EEA appears low, but may be underestimated owing to challenges in laboratory confirmation. Diagnostic improvements are needed for early detection and adequate treatment of MDR TB. Children previously treated for TB or of foreign origin may warrant higher attention.		CHILDREN; EPIDEMIOLOGY; DISEASE; BURDEN; SERIES
10.1016_j.neucom.2016.08.151	Neural network models for supporting drug and multidrug resistant tuberculosis screening diagnosis	Tuberculosis (TB) is the leading cause of global mortality among communicable diseases. The diagnosis of Drug-Resistant Tuberculosis (DR-TB) demands even more attention, leading to longer treatments and higher deceased rates. All diagnostic methods available have deficiencies in their detection rates, time release results, or have a higher cost and need a complex infrastructure to setup. New molecular diagnostics, such as the Xpert MTB/RIF assay, have great potential for revolutionizing the diagnosis of Rifampicin Resistance (RR). But, a positive RR result with this test should be carefully interpreted and take into consideration the risk of Multidrug-Resistant TB (MDR-TB) according to its prevalence, locally. Therefore, the development of screening approaches for DR/MDR-TB suspects would help to identify those should be tested by Xpert MTB/RIF. This work develops Artificial Neural Network (ANN) models considering data from presumed DR/MDR-TB subjects, according to the National Guidelines at Rio de Janeiro/Brazil, attended in reference centers in Rio de Janeiro, from Feb 2011 and May 2013. Subjects aged 18 years or older, and results were compared with models based on Classification And Regression Trees (CART). Practical operation at different epidemiological scenarios are considered by constructing models using different variable selection criteria, so that environments with low resource conditions can be assisted. Among 280 presumed DR-TB cases included, 38 were DR-TB, 48-MDR, 32-Drug-Sensitive and 162 with no TB. Between DR-TB and non DR-TB, the sensitivity and specificity reached 95.1%(5.0) and 85.0%(4.9), respectively. The promising results of clinical score for DR/MDR-TB diagnosis indicate that this approach may be used in the evaluation of presumed DR/MDR-TB. (C) 2017 Elsevier B.V. All rights reserved.	Tuberculosis; Multidrug-resistant tuberculosis; Drug-resistant tuberculosis; Drug-sensitive tuberculosis; Neural networks; Clinical score	PULMONARY TUBERCULOSIS; EMERGENCY; AID
10.3389_fmicb.2017.02296	Influence of Stress and Antibiotic Resistance on Cell-Length Distribution in Mycobacterium tuberculosis Clinical Isolates	Mycobacterial cellular variations in growth and division increase heterogeneity in cell length, possibly contributing to cell-to-cell variation in host and antibiotic stress tolerance. This may be one of the factors influencing Mycobacterium tuberculosis persistence to antibiotics. Tuberculosis (TB) is a major public health problem in developing countries, antibiotic persistence, and emergence of antibiotic resistance further complicates this problem. We wanted to investigate the factors influencing cell-length distribution in clinical M. tuberculosis strains. In parallel we examined M. tuberculosis cell-length distribution in a large set of clinical strains (n = 158) from ex vivo sputum samples, in vitro macrophage models, and in vitro cultures. Our aim was to understand the influence of clinically relevant factors such as host stresses, M. tuberculosis lineages, antibiotic resistance, antibiotic concentrations, and disease severity on the cell size distribution in clinical M. tuberculosis strains. Increased cell size and cell-to-cell variation in cell length were associated with bacteria in sputum and infected macrophages rather than liquid culture. Multidrug-resistant (MDR) strains displayed increased cell length heterogeneity compared to sensitive strains in infected macrophages and also during growth under rifampicin (RIF) treatment. Importantly, increased cell length was also associated with pulmonary TB disease severity. Supporting these findings, individual host stresses, such as oxidative stress and iron deficiency, increased cell-length heterogeneity of M. tuberculosis strains. In addition we also observed synergism between host stress and RIF treatment in increasing cell length in MDR-TB strains. This study has identified some clinical factors contributing to cell-length heterogeneity in clinical M. tuberculosis strains. The role of these cellular adaptations to host and antibiotic tolerance needs further investigation.	Mycobacterium tuberculosis; cell-length variation; macrophage infection; sputum; multidrug resistance; oxidative stress; rifampicin; iron deficiency	PHENOTYPIC HETEROGENEITY; DRUG TOLERANCE; IN-VIVO; DIVISION; GROWTH; SUSCEPTIBILITY; PERSISTENCE; MECHANISMS; ASYMMETRY; EVOLUTION
10.3389_fcimb.2017.00478	Comparative Genomic Analysis of Two Clonally Related Multidrug Resistant Mycobacterium tuberculosis by Single Molecule Real Time Sequencing	Background : Multidrug-resistant tuberculosis (MDR-TB) is posing a major threat to global TB control. In this study, we focused on two consecutive MDR-TB isolated from the same patient before and after the initiation of anti-TB treatment. To better understand the genomic characteristics of MDR-TB, Single Molecule Real-Time (SMRT) Sequencing and comparative genomic analyses was performed to identify mutations that contributed to the stepwise development of drug resistance and growth fitness in MDR-TB under in vivo challenge of anti-TB drugs. Result : Both pre-treatment and post-treatment strain demonstrated concordant phenotypic and genotypic susceptibility profiles toward rifampicin, pyrazinamide, streptomycin, fluoroquinolones, aminoglycosides, cycloserine, ethionamide, and para-aminosalicylic acid. However, although both strains carried identical missense mutations at rpoB S531L, inhA C-15T, and embB M306V, MYCOTB Sensititre assay showed that the post-treatment strain had 16-, 8-, and 4-fold elevation in the minimum inhibitory concentrations (MICs) toward rifabutin, isoniazid, and ethambutol respectively. The results have indicated the presence of additional resistant-related mutations governing the stepwise development of MDR-TB. Further comparative genomic analyses have identified three additional polymorphisms between the clinical isolates. These include a single nucleotide deletion at nucleotide position 360 of rv0888 in pre-treatment strain, and a missense mutation at rv3303c (lpdA) V44I and a 6-bp inframe deletion at codon 67-68 in rv2071c (cobM) in the post-treatment strain. Multiple sequence alignment showed that these mutations were occurring at highly conserved regions among pathogenic mycobacteria. Using structural-based and sequence-based algorithms, we further predicted that the mutations potentially have deleterious effect on protein function. Conclusion : This is the first study that compared the full genomes of two clonally-related MDR-TB clinical isolates during the course of anti-TB treatment. Our work has demonstrated the robustness of SMRT Sequencing in identifying mutations among MDR-TB clinical isolates. Comparative genome analysis also suggested novel mutations at rv0888, lpdA, and cobM that might explain the difference in antibiotic resistance and growth pattern between the two MDR-TB strains.	multidrug resistance; Mycobacterium tuberculosis; PacBio sequencing; growth rate; comparative genomic analysis	LEVEL ISONIAZID RESISTANCE; PARA-AMINOSALICYLIC ACID; ETHAMBUTOL RESISTANCE; RPOB MUTATIONS; TECHNOLOGY; RIFAMPIN; INDELS; FAMILY; IDENTIFICATION; STREPTOMYCIN
10.1186_s12879_017_2810_1	Treatment outcomes of MDR-tuberculosis patients in Brazil: a retrospective cohort analysis	Background: Multidrug-resistant tuberculosis (MDR-TB) is a threat for the global TB epidemic control. Despite existing evidence that individualized treatment of MDR-TB is superior to standardized regimens, the latter are recommended in Brazil, mainly because drug-susceptibility tests (DST) are often restricted to first-line drugs in public laboratories. We compared treatment outcomes of MDR-TB patients using standardized versus individualized regimens in Brazil, a high TB-burden, low resistance setting. Methods: The 2007-2013 cohort of the national electronic database (SITE-TB), which records all special treatments including drug-resistance, was analysed. Patients classified as MDR-TB in SITE-TB were eligible. Treatment outcomes were classified as successful (cure/treatment completed) or unsuccessful (failure/relapse/death/loss to follow-up). The odds for successful treatment according to type of regimen were controlled for demographic and clinical variables. Results: Out of 4029 registered patients, we included 1972 recorded from 2010 to 2012, who had more complete outcome data. The overall success proportion was 60%. Success was more likely in non-HIV patients, sputum-negative at baseline, with unilateral disease and without prior DR-TB. Adjusted for these variables, those receiving standardized regimens had 2.7-fold odds of success compared to those receiving individualized treatments when failure/relapse were considered, and 1.4-fold odds of success when death was included as an unsuccessful outcome. When loss to follow-up was added, no difference between types of treatment was observed. Patients who used levofloxacin instead of ofloxacin had 1.5-fold odds of success. Conclusion: In this large cohort of MDR-TB patients with a low proportion of successful outcomes, standardized regimens had superior efficacy than individualized regimens, when adjusted for relevant variables. In addition to the limitations of any retrospective observational study, database quality hampered the analyses. Also, decision on the use of standard or individualized regimens was possibly not random, and may have introduced bias. Efforts were made to reduce classification bias and confounding. Until higher-quality evidence is produced, and DST becomes widely available in the country, our findings support the Brazilian recommendation for the use of standardized instead of individualized regimens for MDR-TB, preferably containing levofloxacin. Better quality surveillance data and DST availability across the country are necessary to improve MDR-TB control in Brazil.	Brazil; Tuberculosis; Multidrug-resistant; Treatment outcomes	MULTIDRUG-RESISTANT TUBERCULOSIS; ANTIRETROVIRAL THERAPY; HIV-INFECTION; METAANALYSIS; 1ST
10.1038_emi.2017.83	Improvement in clinical outcome and infection control using molecular diagnostic techniques for early detection of MDR tuberculous spondylitis: a multicenter retrospective study	There has been limited research on the therapeutic efficacy of molecular diagnosis of spinal tuberculosis. We attempted to determine whether the utilization of molecular diagnosis to detect multidrug-resistant spinal tuberculosis can improve clinical outcomes. A multicenter retrospective study was conducted from February 2009 to June 2015. Ninety-two consecutive culture-confirmed multidrug-resistant tuberculosis (MDR-TB) patients with spinal tuberculosis who were diagnosed clinically and by imaging were enrolled in the study. The initial time to treatment for MDR-TB, the method of infection control, the erythrocyte sedimentation rate (ESR) and the occurrence of complications in patients who were diagnosed using molecular methods were compared with those of patients diagnosed using standard culture and drug susceptibility test methods. Of 92 MDR-TB patients with spinal tuberculosis, 41 (45%) were diagnosed by standard culture and drug susceptibility test methods (Group A), and 51 (55%) were diagnosed following implementation of detection using molecular diagnosis (Group B). The patients in Group B began the rational use of second-line drugs earlier than patients in Group A (5 days vs 73 days, P< 0.05). Among patients who were admitted to a general tuberculosis ward, those in Group B spent less time in the ward than those in Group A ( 4 days vs 33 days, Po0.05). At the one-month follow-up, the ESR was significantly lower in Group B. In patients who completed 6 months of follow-up (n= 92), the incidence of complications was significantly lower in Group B. The use of molecular diagnosis resulted in noteworthy clinical advances, including earlier initiation of MDR-TB treatment, improved infection control, better clinical outcome, a more rapid decrease in ESR and fewer complications.	clinical outcomes; multidrug-resistant; molecular diagnosis; tuberculous spondylitis	MULTIDRUG-RESISTANT TUBERCULOSIS; XPERT MTB/RIF; VALIDATION; ASSAYS
10.1186_s12879_017_2761_6	Prevalence and molecular characterization of pyrazinamide resistance among multidrug-resistant Mycobacterium tuberculosis isolates from Southern China	Background: Pyrazinamide (PZA) plays a unique role in the treatment for multidrug-resistant tuberculosis (MDR-TB) in both first-and second-line regimens. The aim of this study was to investigate the prevalence and molecular characterization of PZA resistance among MDR-TB isolates collected in Chongqing municipality. Methods: A total of 133 MDR-TB isolates were collected from the smear-positive tuberculosis patients who were registered at local TB dispensaries of Chongqing. PZA susceptibility testing was determined with a Bactec MGIT 960 system. In addition, the genes conferring for PZA resistance were screened by DNA sequencing. Results: Of these 133 MDR-TB isolates, 83 (62.4%) were determined as PZA-resistant by MGIT 960. In addition, streptomycin- (83.1% vs. 56.0%, P < 0.01), ofloxacin- (51.8% vs. 18.0%, P < 0.01), kanamycin- (22.9% vs. 2.0%, P < 0.01), amikacin- (18.1% vs. 2.0%, P = 0.01), capromycin-resistance (12.0% vs. 2.0%, P = 0.05), were more frequently observed among PZA-resistant isolates compared with PZA-susceptible isolates. Sequence analysis revealed that 73 out of 83 (88. 0%) MDR strains harbored a mutation located in the pncA gene, including 55 (75.3%, 55/73) of single nucleotide substitutions and 18 (24.7%, 18/73) of frameshift mutation, while no genetic mutation associated with PZA resistance was found in the rpsA gene. The pncA expression of strains harboring substitution from A to G at position -11 in the promoter region of pncA was significantly lower than that of H37Rv (P < 0.01). Conclusions: In conclusion, our data have demonstrated that the analysis of the pncA gene rather than rpsA gene provides rapid and accurate information regarding PZA susceptibility for MDR-TB isolates in Chongqing. In addition, loss of pncA expression caused by promoter mutation confers PZA resistance in MDR-TB isolates.		PNCA GENE; MUTATIONS; DIVERSITY; RPSA
10.1007_s10096_017_3025_5	Comparison of the characteristics of Mycobacterium tuberculosis isolates from sputum and lung lesions in chronic tuberculosis patients	Mycobacterium tuberculosis (Mtb) in sputum originates from lung cavities in tuberculosis (TB) patients. But drug susceptibility testing (DST) of sputum Mtb can not be conducted the same as in the lung because mutagenesis of bacilli may be happening in the lung during treatment and result in the possibility of the presence of heterogeneous drug-resistant subpopulations in the different lung lesions. This could be one of the reasons for low cure rates for multi-drug resistant (MDR)-TB. We studied the resected lungs of nine surgery patients with chronic TB. The isolates isolated from the sputum and different lung lesions of each patient were tested for phenotypic DST and genotyped using restriction fragment length polymorphism (RFLP) typing method. Genetic analysis to resistance to first and second line drugs was also performed. Five of nine patients were MDR-TB and three XDR-TB. DST results for ten anti-TB drugs were in accordance among different lung lesions in eight patients. However, only three of these eight patients showed the concordance of DST with sputum. Even though the isolates were heteroresistant, genotyping them by RFLP showed the clonal population in each individual patient. Six of eight followed-up patients achieved successful cure. In conclusion, the heteroresistance between sputum and lung lesions and a clonal population without mixed infection might provide useful information in establishing treatment regimen and surgery decision for MDR- and XDR-TB.		MULTIDRUG-RESISTANT TUBERCULOSIS; SURGICAL-TREATMENT; MUTATIONS; MANAGEMENT
10.1016_j.meegid.2016.07.001	Molecular epidemiology of Mycobacterium tuberculosis in Baja California, Mexico: A result of human migration?	The State of Baja California (BC) exhibits the highest incidence and prevalence rates of tuberculosis (TB), and multidrug-resistant TB (MDR-TB) in Mexico. However information about the circulation of M. tuberculosis lineages in BC and Mexico as a whole is limited. Here, we describe the genetic relationship and genetic diversity among M. tuberculosis clinical isolates (n=140) collected in BC between October 2009 and April 2011 with other regions of Mexico, the United States, and Latin America. All specimens were genotyped based on 24 mycobacterial interspersed repetitive units (MIRU)-variable number of tandem repeats (VNTR) loci. Population structure and minimum spanning tree (MST) analyses were used to assess the genetic diversity and distribution of BC isolates in comparison to USA and South America strains. Among the nine lineages observed, LAM, Haarlem and S were the most frequent identified in BC. Population structure analysis clustered most BC isolates (41%) into three distinctive groups that included strains from San Diego and South America, whereas other BC strains (22%) clustered with other Mexican strains. A subset of isolates (12%) seemed to be autochthonous of BC, while 25% were cosmopolitan and grouped into multiple clusters. It is highly likely that the TB genetic structure observed in BC is due to human migration. Additional studies are required to determine the mechanism involved in the phylogeographic distribution of M. tuberculosis in Mexico. Implementation of domestic molecular TB surveillance programs is required to better understand the molecular epidemiology of TB not only in the region but at the national level. (C) 2016 Elsevier B.V. All rights reserved.	Tuberculosis; Baja California; Mexico; Genetic diversity; Migration; TB-MDR	POPULATION-STRUCTURE; MIRU-VNTRPLUS; DIVERSITY; GENOTYPE
